Location,Price,Hour,Time_of_Day,Day,Day_W,Month,Year,Season,High_Qual,Position,Seafront
Philadelphia,180.5300391807872,21,Evening,25,Monday,6,2018,summer,False,east,seacost
Houston,235.898956711669,3,Night,15,Tuesday,8,2023,summer,False,south,seacost
Philadelphia,227.1666330275455,1,Night,16,Saturday,10,2021,autumn,False,east,seacost
New York,316.5899252202046,15,Afternoon,24,Thursday,12,2020,winter,False,east,seacost
San Jose,342.7699016161137,4,Night,22,Sunday,1,2023,winter,False,west,seacost
Dallas,294.81694655090666,16,Afternoon,22,Monday,5,2023,spring,True,south,inland
San Diego,282.0336492275605,13,Afternoon,27,Thursday,8,2015,summer,False,southwestern,seacost
New York,248.1722134618157,20,Evening,25,Sunday,1,2015,winter,False,east,seacost
San Antonio,136.21598474137096,22,Evening,3,Tuesday,4,2018,spring,False,south,inland
San Jose,332.0451064316463,13,Afternoon,17,Saturday,2,2018,winter,False,west,seacost
Chicago,151.6810532035038,21,Evening,7,Wednesday,1,2015,winter,False,midwest,seacost
San Diego,379.62600264585615,3,Night,6,Friday,12,2019,winter,True,southwestern,seacost
Los Angeles,147.78105663438447,6,Morning,20,Wednesday,11,2019,autumn,False,west,seacost
Dallas,295.96596531228573,5,Night,10,Wednesday,1,2018,winter,True,south,inland
Chicago,172.61918924811977,21,Evening,5,Monday,7,2021,summer,False,midwest,seacost
San Antonio,197.5715688071935,10,Morning,11,Friday,8,2017,summer,False,south,inland
Dallas,270.7145546320039,12,Afternoon,27,Tuesday,2,2018,winter,False,south,inland
San Jose,385.2500516685872,4,Night,31,Wednesday,5,2023,spring,False,west,seacost
New York,270.5339367877881,8,Morning,3,Thursday,3,2022,spring,False,east,seacost
San Diego,279.8473324823963,1,Night,3,Thursday,6,2021,summer,False,southwestern,seacost
San Diego,148.28034427592482,21,Evening,29,Friday,7,2022,summer,False,southwestern,seacost
Philadelphia,219.44677539536644,7,Morning,27,Sunday,2,2022,winter,False,east,seacost
Philadelphia,198.01050044205445,8,Morning,26,Monday,8,2019,summer,False,east,seacost
Philadelphia,231.4179592686866,6,Morning,6,Sunday,5,2018,spring,False,east,seacost
Philadelphia,208.232276283104,1,Night,4,Wednesday,10,2023,autumn,False,east,seacost
Philadelphia,171.5323489490262,17,Afternoon,8,Thursday,1,2015,winter,False,east,seacost
Dallas,317.1806700475235,18,Evening,24,Tuesday,1,2017,winter,True,south,inland
San Diego,260.19807361851014,19,Evening,30,Thursday,7,2015,summer,False,southwestern,seacost
Phoenix,227.56054240866368,3,Night,15,Thursday,4,2021,spring,False,southwestern,inland
Los Angeles,399.4931181351919,14,Afternoon,7,Tuesday,2,2023,winter,True,west,seacost
New York,321.74214445507005,15,Afternoon,27,Tuesday,3,2018,spring,False,east,seacost
San Diego,175.5597662139781,19,Evening,26,Thursday,5,2016,spring,False,southwestern,seacost
Houston,283.48789850866507,7,Morning,25,Monday,12,2023,winter,True,south,seacost
Philadelphia,331.4126587132304,23,Evening,17,Thursday,11,2022,autumn,False,east,seacost
San Antonio,180.921948099662,17,Afternoon,16,Saturday,7,2016,summer,False,south,inland
Dallas,228.6665974343333,21,Evening,20,Tuesday,9,2022,autumn,False,south,inland
Houston,203.47492102727043,17,Afternoon,10,Tuesday,9,2019,autumn,False,south,seacost
Houston,159.33377985136227,18,Evening,29,Tuesday,3,2016,spring,False,south,seacost
Houston,277.84277637768946,15,Afternoon,30,Saturday,4,2016,spring,False,south,seacost
New York,373.3305078898978,9,Morning,25,Thursday,8,2016,summer,False,east,seacost
Dallas,252.3522962210931,18,Evening,5,Saturday,11,2016,autumn,False,south,inland
Dallas,210.2409079218486,0,Night,29,Thursday,7,2021,summer,False,south,inland
New York,289.44180980359806,3,Night,13,Sunday,3,2016,spring,False,east,seacost
Houston,175.6576466540765,5,Night,26,Monday,10,2015,autumn,False,south,seacost
Phoenix,153.14491811044724,7,Morning,26,Monday,8,2019,summer,False,southwestern,inland
Dallas,296.77370730084266,15,Afternoon,22,Wednesday,7,2015,summer,True,south,inland
Philadelphia,353.43729782758766,13,Afternoon,31,Sunday,7,2016,summer,True,east,seacost
Houston,113.37587314878876,2,Night,18,Friday,8,2017,summer,False,south,seacost
San Antonio,243.92126937297056,2,Night,7,Tuesday,3,2023,spring,False,south,inland
Houston,182.5828650138089,17,Afternoon,20,Friday,5,2016,spring,False,south,seacost
San Diego,397.4172562351928,16,Afternoon,15,Sunday,7,2018,summer,True,southwestern,seacost
Los Angeles,207.7936428884583,13,Afternoon,7,Friday,2,2020,winter,False,west,seacost
Houston,183.788690590958,10,Morning,3,Sunday,10,2021,autumn,False,south,seacost
New York,374.2008283490914,21,Evening,1,Friday,4,2016,spring,False,east,seacost
Philadelphia,149.2658336178789,18,Evening,7,Friday,7,2023,summer,False,east,seacost
Houston,265.7685902994232,12,Afternoon,16,Friday,10,2015,autumn,False,south,seacost
Chicago,281.9229176824009,23,Evening,2,Wednesday,5,2018,spring,False,midwest,seacost
New York,241.2064937668769,14,Afternoon,30,Sunday,6,2019,summer,False,east,seacost
Phoenix,242.55386376479447,12,Afternoon,31,Tuesday,5,2016,spring,False,southwestern,inland
Dallas,308.6434349321128,16,Afternoon,29,Wednesday,7,2015,summer,True,south,inland
Phoenix,260.7882441511199,9,Morning,29,Monday,11,2021,autumn,True,southwestern,inland
Phoenix,203.5684685292277,8,Morning,19,Saturday,3,2016,spring,False,southwestern,inland
Los Angeles,177.08474057880008,11,Morning,21,Wednesday,12,2022,winter,False,west,seacost
Phoenix,278.46784669642534,6,Morning,29,Wednesday,7,2015,summer,True,southwestern,inland
Dallas,217.7379774742724,22,Evening,14,Sunday,6,2015,summer,False,south,inland
Chicago,217.89060702022823,21,Evening,12,Saturday,1,2019,winter,False,midwest,seacost
Phoenix,209.5506357138772,5,Night,4,Sunday,4,2021,spring,False,southwestern,inland
Los Angeles,199.7933351925168,16,Afternoon,1,Sunday,11,2020,autumn,False,west,seacost
Houston,183.96205471613223,13,Afternoon,29,Sunday,7,2018,summer,False,south,seacost
New York,370.6516629131935,15,Afternoon,8,Tuesday,9,2020,autumn,True,east,seacost
San Jose,319.0423146201195,6,Morning,22,Thursday,4,2021,spring,False,west,seacost
Chicago,302.9469252489169,7,Morning,21,Monday,9,2015,autumn,False,midwest,seacost
San Antonio,252.3929204083952,17,Afternoon,15,Saturday,6,2019,summer,True,south,inland
Dallas,275.7874676680105,15,Afternoon,4,Saturday,9,2021,autumn,False,south,inland
Philadelphia,167.48904084964695,20,Evening,29,Thursday,3,2018,spring,False,east,seacost
Philadelphia,299.0523772986815,1,Night,19,Saturday,3,2016,spring,False,east,seacost
Los Angeles,274.4503790191403,4,Night,12,Friday,5,2023,spring,False,west,seacost
Philadelphia,146.14364760445335,14,Afternoon,9,Monday,3,2015,spring,False,east,seacost
Houston,293.7118321526057,2,Night,8,Wednesday,2,2017,winter,True,south,seacost
San Diego,201.52024890262803,5,Night,21,Monday,3,2022,spring,False,southwestern,seacost
Phoenix,102.58805545259182,1,Night,18,Thursday,5,2023,spring,False,southwestern,inland
Houston,251.5561150205316,23,Evening,10,Monday,10,2016,autumn,False,south,seacost
Chicago,161.30527493625593,13,Afternoon,6,Monday,8,2018,summer,False,midwest,seacost
New York,168.51200184927205,5,Night,11,Thursday,6,2015,summer,False,east,seacost
San Diego,401.4558622843295,6,Morning,30,Friday,1,2015,winter,True,southwestern,seacost
San Diego,181.57400766140685,7,Morning,3,Sunday,5,2020,spring,False,southwestern,seacost
Houston,224.4108529606337,22,Evening,30,Thursday,1,2020,winter,False,south,seacost
San Diego,242.8438016224281,20,Evening,4,Tuesday,12,2018,winter,False,southwestern,seacost
San Antonio,108.94811956646735,23,Evening,22,Monday,1,2018,winter,False,south,inland
Chicago,195.4449045028436,14,Afternoon,1,Tuesday,3,2022,spring,False,midwest,seacost
Philadelphia,221.12230053042776,23,Evening,21,Sunday,2,2021,winter,False,east,seacost
Philadelphia,258.2937986144409,18,Evening,14,Monday,12,2015,winter,False,east,seacost
Philadelphia,313.75098937015684,1,Night,5,Monday,9,2022,autumn,False,east,seacost
San Antonio,299.9955903561446,15,Afternoon,19,Sunday,4,2015,spring,True,south,inland
Los Angeles,285.1999556136216,6,Morning,27,Sunday,9,2015,autumn,False,west,seacost
Phoenix,288.55062340196383,1,Night,19,Friday,1,2018,winter,True,southwestern,inland
San Diego,287.68627255614564,3,Night,11,Wednesday,4,2018,spring,False,southwestern,seacost
Chicago,262.48375621986844,15,Afternoon,20,Monday,6,2016,summer,False,midwest,seacost
San Antonio,127.81340582981028,17,Afternoon,2,Tuesday,2,2021,winter,False,south,inland
Phoenix,214.16515947943452,0,Night,6,Monday,6,2022,summer,False,southwestern,inland
San Diego,212.95736493705152,21,Evening,11,Monday,7,2022,summer,False,southwestern,seacost
San Diego,216.7335595018188,2,Night,16,Sunday,12,2018,winter,False,southwestern,seacost
Chicago,224.1306374797447,10,Morning,18,Wednesday,5,2016,spring,False,midwest,seacost
San Jose,346.1214803682242,17,Afternoon,10,Thursday,9,2020,autumn,False,west,seacost
San Diego,312.8523214935003,10,Morning,12,Friday,3,2021,spring,False,southwestern,seacost
Dallas,177.380642812009,16,Afternoon,26,Tuesday,4,2016,spring,False,south,inland
Los Angeles,148.05045414246166,7,Morning,17,Tuesday,10,2023,autumn,False,west,seacost
Houston,163.6902476272088,19,Evening,15,Wednesday,7,2020,summer,False,south,seacost
Dallas,209.62283052417948,17,Afternoon,15,Wednesday,7,2020,summer,False,south,inland
New York,422.85462809768046,18,Evening,23,Monday,10,2023,autumn,True,east,seacost
Los Angeles,310.9015977275277,8,Morning,12,Monday,10,2015,autumn,False,west,seacost
New York,413.25237739627744,23,Evening,22,Monday,7,2019,summer,True,east,seacost
Phoenix,218.80548863203924,23,Evening,31,Thursday,12,2015,winter,False,southwestern,inland
San Jose,282.950230800282,8,Morning,6,Thursday,7,2023,summer,False,west,seacost
Philadelphia,215.43127028011608,23,Evening,12,Thursday,7,2018,summer,False,east,seacost
San Antonio,294.0186423844076,1,Night,9,Wednesday,6,2021,summer,True,south,inland
Houston,215.21471610170389,6,Morning,3,Thursday,2,2022,winter,False,south,seacost
Phoenix,171.84933762537156,6,Morning,25,Thursday,6,2015,summer,False,southwestern,inland
Los Angeles,394.1638953514532,11,Morning,6,Thursday,1,2022,winter,True,west,seacost
San Diego,367.3220205517842,14,Afternoon,10,Wednesday,3,2021,spring,True,southwestern,seacost
New York,326.6218414533242,7,Morning,6,Saturday,5,2017,spring,False,east,seacost
Dallas,234.53413156409263,20,Evening,28,Wednesday,6,2017,summer,False,south,inland
San Jose,299.2051855402237,12,Afternoon,3,Saturday,12,2016,winter,False,west,seacost
San Diego,166.96894262883487,10,Morning,25,Tuesday,10,2022,autumn,False,southwestern,seacost
Philadelphia,308.74927581312073,1,Night,15,Friday,9,2017,autumn,False,east,seacost
Dallas,192.61737817112092,17,Afternoon,9,Tuesday,1,2018,winter,False,south,inland
Chicago,124.08534633245937,0,Night,23,Monday,7,2018,summer,False,midwest,seacost
Phoenix,245.2111374505419,7,Morning,28,Wednesday,8,2019,summer,False,southwestern,inland
Los Angeles,176.20596349264352,19,Evening,8,Saturday,5,2021,spring,False,west,seacost
Philadelphia,337.45832662714014,12,Afternoon,18,Saturday,6,2022,summer,True,east,seacost
Los Angeles,212.6783613512329,7,Morning,6,Sunday,12,2020,winter,False,west,seacost
Houston,239.00967669483217,19,Evening,20,Saturday,5,2017,spring,False,south,seacost
Chicago,256.74338856303984,18,Evening,24,Thursday,9,2015,autumn,False,midwest,seacost
San Diego,189.52365002228777,1,Night,25,Thursday,8,2022,summer,False,southwestern,seacost
Chicago,225.36896398127155,3,Night,7,Thursday,3,2019,spring,False,midwest,seacost
Philadelphia,342.94979357609446,20,Evening,13,Sunday,6,2021,summer,False,east,seacost
Dallas,323.8355385296884,5,Night,17,Saturday,3,2018,spring,True,south,inland
Philadelphia,134.7229225871168,12,Afternoon,29,Sunday,3,2020,spring,False,east,seacost
Phoenix,129.33083660255843,10,Morning,19,Sunday,7,2020,summer,False,southwestern,inland
Chicago,268.185497105485,19,Evening,26,Monday,9,2022,autumn,False,midwest,seacost
Chicago,120.60314551321558,20,Evening,15,Sunday,3,2015,spring,False,midwest,seacost
San Antonio,251.59800348646905,4,Night,31,Monday,10,2016,autumn,False,south,inland
Phoenix,216.60258175682384,12,Afternoon,7,Saturday,3,2015,spring,False,southwestern,inland
Phoenix,234.5729080083022,18,Evening,10,Saturday,6,2017,summer,False,southwestern,inland
Chicago,269.81781459992004,10,Morning,9,Saturday,1,2016,winter,False,midwest,seacost
Houston,241.78303378468644,16,Afternoon,8,Sunday,11,2015,autumn,False,south,seacost
Chicago,144.57897420170923,10,Morning,25,Wednesday,3,2015,spring,False,midwest,seacost
Los Angeles,205.86292949263824,18,Evening,14,Saturday,11,2020,autumn,False,west,seacost
San Jose,289.1752327045951,16,Afternoon,13,Thursday,12,2018,winter,False,west,seacost
Los Angeles,233.62933887473497,14,Afternoon,24,Sunday,7,2016,summer,False,west,seacost
San Jose,384.9181580978028,18,Evening,5,Sunday,11,2023,autumn,False,west,seacost
San Antonio,235.05460028669248,2,Night,15,Wednesday,3,2017,spring,False,south,inland
Houston,178.52348281387933,15,Afternoon,11,Friday,11,2016,autumn,False,south,seacost
Chicago,348.261417104576,12,Afternoon,26,Monday,2,2018,winter,True,midwest,seacost
Philadelphia,297.50290330058505,0,Night,14,Monday,11,2022,autumn,False,east,seacost
New York,403.98755014678267,21,Evening,12,Tuesday,2,2019,winter,True,east,seacost
Chicago,337.1004690895178,11,Morning,20,Thursday,4,2023,spring,True,midwest,seacost
Philadelphia,181.3846466586101,5,Night,11,Friday,9,2020,autumn,False,east,seacost
Houston,197.50086259856627,19,Evening,27,Thursday,8,2020,summer,False,south,seacost
Houston,123.41317056381988,6,Morning,31,Thursday,3,2016,spring,False,south,seacost
Houston,142.5206513279566,15,Afternoon,10,Sunday,1,2016,winter,False,south,seacost
Phoenix,217.4932480954544,9,Morning,7,Monday,8,2017,summer,False,southwestern,inland
Los Angeles,284.79729720284973,10,Morning,8,Thursday,8,2019,summer,False,west,seacost
San Jose,281.2570326157437,7,Morning,24,Wednesday,5,2017,spring,False,west,seacost
San Diego,340.74946910756347,23,Evening,9,Wednesday,9,2020,autumn,False,southwestern,seacost
New York,229.7719661713952,1,Night,17,Tuesday,5,2016,spring,False,east,seacost
San Jose,274.3341292260721,18,Evening,19,Wednesday,7,2017,summer,False,west,seacost
Los Angeles,402.7005557990016,3,Night,14,Sunday,2,2016,winter,True,west,seacost
Houston,234.75987399812965,2,Night,4,Friday,10,2019,autumn,False,south,seacost
San Antonio,236.28669981626217,19,Evening,15,Saturday,4,2023,spring,False,south,inland
Dallas,274.00937709719494,10,Morning,24,Tuesday,4,2018,spring,False,south,inland
Phoenix,189.34286871582452,1,Night,24,Friday,7,2015,summer,False,southwestern,inland
Houston,204.77807986156816,20,Evening,22,Wednesday,2,2017,winter,False,south,seacost
Phoenix,194.0408674527789,19,Evening,16,Wednesday,10,2019,autumn,False,southwestern,inland
San Diego,381.36551588945554,5,Night,13,Sunday,11,2016,autumn,True,southwestern,seacost
Philadelphia,224.5400600614064,17,Afternoon,9,Wednesday,11,2016,autumn,False,east,seacost
Chicago,332.4676952695271,11,Morning,30,Friday,11,2018,autumn,True,midwest,seacost
Chicago,129.82003977668438,21,Evening,27,Sunday,12,2020,winter,False,midwest,seacost
Los Angeles,210.7938447651225,19,Evening,24,Thursday,8,2023,summer,False,west,seacost
Philadelphia,363.32109263907336,3,Night,16,Friday,2,2018,winter,True,east,seacost
San Antonio,286.55419754075604,18,Evening,23,Tuesday,11,2021,autumn,True,south,inland
Chicago,169.84198046343303,12,Afternoon,18,Saturday,4,2015,spring,False,midwest,seacost
San Jose,215.1479291024769,21,Evening,27,Saturday,11,2021,autumn,False,west,seacost
New York,376.2737737782175,20,Evening,26,Saturday,8,2017,summer,False,east,seacost
Houston,189.5223966725719,5,Night,24,Friday,2,2017,winter,False,south,seacost
San Jose,211.69676358476767,8,Morning,23,Sunday,10,2016,autumn,False,west,seacost
San Diego,203.62590987371576,17,Afternoon,25,Sunday,4,2021,spring,False,southwestern,seacost
Dallas,176.92053683281296,22,Evening,14,Sunday,5,2023,spring,False,south,inland
Houston,293.25734807162274,13,Afternoon,22,Wednesday,3,2023,spring,True,south,seacost
Houston,210.40308494654587,7,Morning,4,Saturday,5,2019,spring,False,south,seacost
Philadelphia,163.04303914072207,7,Morning,14,Monday,2,2022,winter,False,east,seacost
San Diego,244.03010178263744,8,Morning,27,Friday,12,2019,winter,False,southwestern,seacost
San Jose,246.950337876841,2,Night,16,Sunday,4,2023,spring,False,west,seacost
Houston,126.74237489951842,22,Evening,3,Tuesday,3,2020,spring,False,south,seacost
Houston,291.1241378608552,4,Night,5,Friday,1,2018,winter,False,south,seacost
Phoenix,246.27010964812584,16,Afternoon,18,Friday,11,2016,autumn,False,southwestern,inland
Los Angeles,261.9573875824818,17,Afternoon,5,Saturday,12,2020,winter,False,west,seacost
Dallas,264.3394283602782,1,Night,11,Friday,2,2022,winter,False,south,inland
San Antonio,167.74188174269068,11,Morning,11,Saturday,1,2020,winter,False,south,inland
Phoenix,287.16720285995234,20,Evening,19,Tuesday,1,2016,winter,True,southwestern,inland
Phoenix,200.1563432737405,1,Night,21,Wednesday,8,2019,summer,False,southwestern,inland
Phoenix,122.24058491490636,4,Night,7,Friday,7,2017,summer,False,southwestern,inland
Los Angeles,273.05094159961624,19,Evening,15,Tuesday,5,2018,spring,False,west,seacost
San Diego,240.83662230697428,14,Afternoon,21,Thursday,1,2021,winter,False,southwestern,seacost
San Jose,160.23125699413174,23,Evening,3,Wednesday,2,2021,winter,False,west,seacost
Philadelphia,220.92454738096447,23,Evening,9,Saturday,4,2016,spring,False,east,seacost
San Jose,442.9022453378906,15,Afternoon,21,Saturday,3,2015,spring,True,west,seacost
Philadelphia,197.50883499987413,9,Morning,10,Monday,12,2018,winter,False,east,seacost
San Jose,367.20083124369984,0,Night,9,Thursday,2,2023,winter,False,west,seacost
San Antonio,130.827969111492,4,Night,13,Tuesday,10,2020,autumn,False,south,inland
